"trackid","DisasterID","DisasterName","Status","lastname","firstname","Address","City","State","ZIP","dob","age","sex","persondescription","imgptr","agency","agentID","agentname","agentcontactinfo","agentnote","searchername","searchernote","searchercontactinfo"
3979,"201104ALabama","Alabama Tornado of April 2011","Registered","Koins","Janiya","1807 Fruit Farm Rd.","Fort Payne","AL","35967",3/27/1976 0:00:00,36,"F",,"6f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Janiya Koins came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
3980,"201104ALabama","Alabama Tornado of April 2011","Registered","Terry","Charlotte","502 Rye Drive SW","Decatur","AL","35603",4/30/1974 0:00:00,38,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Charlotte Terry was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3981,"201104ALabama","Alabama Tornado of April 2011","Registered","Arnold","Abigail","1216 Clarkview St SW","Decatur","AL","35601",8/11/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Abigail Arnold came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
3982,"201104ALabama","Alabama Tornado of April 2011","Missing","Davis","Christopher","614 6th Ave., SW","Decatur","AL","35601",10/17/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212",,"John Hersey","Christopher Davis has been missing the day the tornador hit Morgan county.  We last heard from him/her was on the evening of the disaster.  Please, contact John Hersey at 256-555-1212 for any information.","256-555-1212"
3983,"201104ALabama","Alabama Tornado of April 2011","Registered","Bergsing","Nicholas","903 Bellemeade St.","Hartselle","AL","35640",12/31/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Nicholas Bergsing came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
3984,"201104ALabama","Alabama Tornado of April 2011","Registered","Coffey","William","2114 Dundee Drive SW","Decatur","AL","35601",7/4/1970 0:00:00,42,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","William Coffey was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3985,"201104ALabama","Alabama Tornado of April 2011","Registered","Malone","Mackenzie","609 Corsbie Street,  Apt. M3","Hartselle","AL","35640",1/7/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Mackenzie Malone came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
3986,"201104ALabama","Alabama Tornado of April 2011","Registered","Cooper","Alyssa","514 Menonal Drive #12","Decatur","AL","35601",12/23/1965 0:00:00,47,"F",,"7f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Alyssa Cooper came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
3987,"201104ALabama","Alabama Tornado of April 2011","Registered","Broadway","Destiny","715  Cedar Lake Rd. Apt. 104","Decatur","AL","35601",1/24/1979 0:00:00,33,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Destiny Broadway was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3988,"201104ALabama","Alabama Tornado of April 2011","Registered","Gooch","Mackenzie","2906 Lake Point Drive SW","Decatur","AL","35603",4/13/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Mackenzie Gooch was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3989,"201104ALabama","Alabama Tornado of April 2011","Registered","Mort","Alex","1719 Penny Lane SE","Decatur","AL","35601",3/18/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Alex Mort was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3990,"201104ALabama","Alabama Tornado of April 2011","Registered","Tanner","Calen","6750 Al Hwy 101","Town Creek","AL","35672",3/18/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Calen Tanner was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3991,"201104ALabama","Alabama Tornado of April 2011","Registered","Sanders","Jacob","579 Franklin Smith Road","Moulton","AL","35650",3/4/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jacob Sanders was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3992,"201104ALabama","Alabama Tornado of April 2011","Registered","McNairy","Khori","10856 Douglas Dr","Athens","AL","35611",6/21/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Khori McNairy came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
3993,"201104ALabama","Alabama Tornado of April 2011","Registered","Rusk","Keri","10856 Douglas Dr","Athens","AL","35611",8/13/1977 0:00:00,35,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Keri Rusk was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3994,"201104ALabama","Alabama Tornado of April 2011","Registered","Flores","Starla","268 Co. Rd 367","Trinity","AL","35673",5/7/1973 0:00:00,39,"F",,"9f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Starla Flores came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
3995,"201104ALabama","Alabama Tornado of April 2011","Registered","Flores","Masie","2217 9th St Sw","Decatur","AL","35601",9/3/1969 0:00:00,43,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Masie Flores was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3996,"201104ALabama","Alabama Tornado of April 2011","Registered","Medendorp","Christopher","676 Center Springs Road","Somerville","AL","35670",5/9/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Christopher Medendorp was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3997,"201104ALabama","Alabama Tornado of April 2011","Registered","Walker","Joshua","814 3rd Avenue SE","Decatur","AL","35601",10/20/1966 0:00:00,46,"M",,"6m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Joshua Walker was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3998,"201104ALabama","Alabama Tornado of April 2011","Registered","Gonzalez","Austin","123 Timberlake Dr.","ARDMORE","AL","35739",6/15/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Austin Gonzalez was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
3999,"201104ALabama","Alabama Tornado of April 2011","Registered","Hanson","Audrey","2415 Gaslight Pl.S.W Apt.2","Decatur","AL","35603",9/14/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Audrey Hanson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
4000,"201104ALabama","Alabama Tornado of April 2011","Registered","Crisantes","Jeremiah","2209 13th St. SE","Decatur","AL","35601",4/29/1969 0:00:00,43,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jeremiah Crisantes was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4001,"201104ALabama","Alabama Tornado of April 2011","Registered","Irving","Michael","290 County Road 591","TRINITY","AL","35673",1/26/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Michael Irving was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4002,"201104ALabama","Alabama Tornado of April 2011","Registered","Sawyer","Jordan","1611 Douthit St. SW","Decatur","AL","35601",8/4/1979 0:00:00,33,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jordan Sawyer was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
4003,"201104ALabama","Alabama Tornado of April 2011","Registered","Nicholas","Ashley","2109 Dundee Dr. SW","Decatur","AL","35603",2/11/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Ashley Nicholas was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
