"trackid","DisasterID","DisasterName","lastname","firstname","dob","age","sex","uniqueID","imgptr","agency","agentID","agentname","agentcontactinfo","agentnote","searchername","searchernote","searchercontactinfo"
"MILLWO0000","201104ALabama","Alabama Tornador of April 2011","Millwood","John",7/31/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Millwood was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"BORGLU0000","201104ALabama","Alabama Tornador of April 2011","Borglum","Jane",1/12/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Borglum came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"GONZAL0001","201104ALabama","Alabama Tornador of April 2011","Gonzalez","John",3/30/1972 0:00:00,40,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Gonzalez was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"RICHAR0002","201104ALabama","Alabama Tornador of April 2011","Richards","John",1/5/1976 0:00:00,36,"M",,"6m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Richards was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"DUNCAN0000","201104ALabama","Alabama Tornador of April 2011","Duncan","John",5/11/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Duncan was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"HOLMES0000","201104ALabama","Alabama Tornador of April 2011","Holmes","John",2/19/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Holmes was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"ESPINO0000","201104ALabama","Alabama Tornador of April 2011","Becerra","Jane",2/20/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Becerra came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"REEVES0000","201104ALabama","Alabama Tornador of April 2011","Reeves","Jane",8/16/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Reeves came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"BAILEY0000","201104ALabama","Alabama Tornador of April 2011","Bailey","John",5/2/1972 0:00:00,40,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Bailey was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"CASTRO0002","201104ALabama","Alabama Tornador of April 2011","Castro","John",1/2/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Castro was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"PHILLI0001","201104ALabama","Alabama Tornador of April 2011","Phillips","John",1/22/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Phillips was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"PHILLI0002","201104ALabama","Alabama Tornador of April 2011","Phillips","John",3/16/1979 0:00:00,33,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Phillips was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"RIOS0000","201104ALabama","Alabama Tornador of April 2011","Rios","John",2/8/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Rios was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"LANEY0000","201104ALabama","Alabama Tornador of April 2011","Laney","John",9/15/1979 0:00:00,33,"M",,"3m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Laney was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"CORNEL0001","201104ALabama","Alabama Tornador of April 2011","Cornelison","Jane",7/29/1978 0:00:00,34,"F",,"4f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Cornelison came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"BAKER0000","201104ALabama","Alabama Tornador of April 2011","Baker","Jane",9/14/1972 0:00:00,40,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Baker came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"SEALS0000","201104ALabama","Alabama Tornador of April 2011","Seals","John",11/14/1974 0:00:00,38,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Seals was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"SEALS0001","201104ALabama","Alabama Tornador of April 2011","Seals","Jane",12/26/1975 0:00:00,37,"F",,"7f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Seals came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"ALLAN0000","201104ALabama","Alabama Tornador of April 2011","Allan","Jane",5/31/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Allan came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CUNNIN0000","201104ALabama","Alabama Tornador of April 2011","Cunningham","John",2/24/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Cunningham was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"CUELLA0000","201104ALabama","Alabama Tornador of April 2011","Cuellar","Jane",3/21/1977 0:00:00,35,"F",,"5f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Cuellar came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"SMITH0001","201104ALabama","Alabama Tornador of April 2011","Smith","Jane",11/5/1978 0:00:00,34,"F",,"4f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Smith came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"KYLE0000","201104ALabama","Alabama Tornador of April 2011","Kyle","John",4/3/1967 0:00:00,45,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Kyle was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"SANCHE0000","201104ALabama","Alabama Tornador of April 2011","Sanchez","John",2/21/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Sanchez was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"FRANKL0000","201104ALabama","Alabama Tornador of April 2011","Barrett","John",2/15/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Barrett was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"MERAZ0000","201104ALabama","Alabama Tornador of April 2011","Meraz","Jane",2/17/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Meraz came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
